Title,Artist,Rank,Weeks,PeakPos,Date
Cold,Maroon 5 Featuring Future,64,20,16,2017-07-01
Felices Los 4,Maluma,65,20,48,2017-07-01
Portland,Drake Featuring Quavo & Travis Scott,66,16,9,2017-07-01
Drinkin' Problem,Midland,67,20,45,2017-07-01
1-800-273-8255,Logic Featuring Alessia Cara & Khalid,68,26,3,2017-07-01
Privacy,Chris Brown,69,17,62,2017-07-01
Love Galore,SZA Featuring Travis Scott,70,20,32,2017-07-01
Down,Fifth Harmony Featuring Gucci Mane,71,10,42,2017-07-01
Flatliner,Cole Swindell,72,18,56,2017-07-01
Weak,AJR,73,11,73,2017-07-01
Loyalty.,Kendrick Lamar Featuring Rihanna,74,26,14,2017-07-01
Yours If You Want It,Rascal Flatts,75,10,71,2017-07-01
Small Town Boy,Dustin Lynch,76,20,36,2017-07-01
No Promises,Cheat Codes Featuring Demi Lovato,77,23,38,2017-07-01
No Such Thing As A Broken Heart,Old Dominion,78,19,46,2017-07-01
Do I Make You Wanna,Billy Currington,79,19,47,2017-07-01
Losin Control,Russ,80,19,62,2017-07-01
Butterfly Effect,Travis Scott,81,22,51,2017-07-01
Wokeuplikethis*,Playboi Carti Featuring Lil Uzi Vert,82,10,76,2017-07-01
Heavy,Linkin Park Featuring Kiiara,83,19,45,2017-07-01
4 AM,2 Chainz Featuring Travis Scott,84,12,55,2017-07-01
Bon Appetit,Katy Perry Featuring Migos,85,6,59,2017-07-01
Black,Dierks Bentley,86,19,56,2017-07-01
Thunder,Imagine Dragons,87,26,5,2017-07-01
Most Girls,Hailee Steinfeld,88,16,58,2017-07-01
Escapate Conmigo,Wisin Featuring Ozuna,89,20,63,2017-07-01
Subeme La Radio,"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",90,9,81,2017-07-01
Somebody Else Will,Justin Moore,91,13,59,2017-07-01
Nobody Else But You,Trey Songz,92,3,92,2017-07-01
What Ifs,Kane Brown Featuring Lauren Alaina,93,20,26,2017-07-01
Good Drank,2 Chainz x Gucci Mane x Quavo,94,16,70,2017-07-01
It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",95,20,44,2017-07-01
Hometown Girl,Josh Turner,96,16,56,2017-07-01
Reminder,The Weeknd,97,17,31,2017-07-01
Gyalchester,Drake,98,11,29,2017-07-01
Know No Better,"Major Lazer Featuring Travis Scott, Camila Cabello & Quavo",99,3,87,2017-07-01
It Ain't My Fault,Brothers Osborne,100,16,79,2017-07-01
Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1,41,1,2017-06-24
That's What I Like,Bruno Mars,2,41,1,2017-06-24
I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",3,22,1,2017-06-24
Shape Of You,Ed Sheeran,4,42,1,2017-06-24
Humble.,Kendrick Lamar,5,30,1,2017-06-24
Mask Off,Future,6,31,5,2017-06-24
XO TOUR Llif3,Lil Uzi Vert,7,31,7,2017-06-24
Something Just Like This,The Chainsmokers & Coldplay,8,36,3,2017-06-24
Stay,Zedd & Alessia Cara,9,31,7,2017-06-24
Congratulations,Post Malone Featuring Quavo,10,44,8,2017-06-24
Say You Won't Let Go,James Arthur,11,52,11,2017-06-24
Issues,Julia Michaels,12,29,11,2017-06-24
Believer,Imagine Dragons,13,38,4,2017-06-24
Body Like A Back Road,Sam Hunt,14,39,6,2017-06-24
It Ain't Me,Kygo x Selena Gomez,15,29,10,2017-06-24
Redbone,Childish Gambino,16,44,12,2017-06-24
Unforgettable,French Montana Featuring Swae Lee,17,29,3,2017-06-24
There's Nothing Holdin' Me Back,Shawn Mendes,18,27,6,2017-06-24
iSpy,KYLE Featuring Lil Yachty,19,30,4,2017-06-24
In Case You Didn't Know,Brett Young,20,28,19,2017-06-24
Now Or Never,Halsey,21,20,17,2017-06-24
Location,Khalid,22,42,16,2017-06-24
Castle On The Hill,Ed Sheeran,23,33,6,2017-06-24
Rolex,Ayo & Teo,24,25,20,2017-06-24
Sign Of The Times,Harry Styles,25,13,4,2017-06-24
Malibu,Miley Cyrus,26,15,10,2017-06-24
DNA.,Kendrick Lamar,27,20,4,2017-06-24
Slow Hands,Niall Horan,28,26,11,2017-06-24
Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,29,20,29,2017-06-24
Bad And Boujee,Migos Featuring Lil Uzi Vert,30,36,1,2017-06-24
Attention,Charlie Puth,31,27,5,2017-06-24
Closer,The Chainsmokers Featuring Halsey,32,52,1,2017-06-24
Swang,Rae Sremmurd,33,26,26,2017-06-24
Passionfruit,Drake,34,20,8,2017-06-24
Slide,Calvin Harris Featuring Frank Ocean & Migos,35,20,25,2017-06-24
Goosebumps,Travis Scott,36,34,32,2017-06-24
Hurricane,Luke Combs,37,22,31,2017-06-24
Tunnel Vision,Kodak Black,38,20,6,2017-06-24
T-Shirt,Migos,39,25,19,2017-06-24
Magnolia,Playboi Carti,40,20,29,2017-06-24
24K Magic,Bruno Mars,41,41,4,2017-06-24
Down,Fifth Harmony Featuring Gucci Mane,42,10,42,2017-06-24
Slippery,Migos Featuring Gucci Mane,43,21,29,2017-06-24
Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,44,21,38,2017-06-24
Bad Liar,Selena Gomez,45,14,20,2017-06-24
The Cure,Lady Gaga,46,14,39,2017-06-24
Scars To Your Beautiful,Alessia Cara,47,43,8,2017-06-24
The Fighter,Keith Urban Featuring Carrie Underwood,48,23,38,2017-06-24
Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,49,27,9,2017-06-24
"God, Your Mama, And Me",Florida Georgia Line Featuring Backstreet Boys,50,19,46,2017-06-24
Strip That Down,Liam Payne Featuring Quavo,51,23,10,2017-06-24
Craving You,Thomas Rhett Featuring Maren Morris,52,20,39,2017-06-24
To The Max,DJ Khaled Featuring Drake,53,4,53,2017-06-24
If I Told You,Darius Rucker,54,11,53,2017-06-24
Look At Me!,XXXTentacion,55,20,34,2017-06-24
Crying In The Club,Camila Cabello,56,9,47,2017-06-24
Love.,Kendrick Lamar Featuring Zacari,57,20,18,2017-06-24
Cold,Maroon 5 Featuring Future,58,20,16,2017-06-24
First Day Out,Tee Grizzley,59,20,48,2017-06-24
How Not To,Dan + Shay,60,14,57,2017-06-24
My Girl,Dylan Scott,61,20,39,2017-06-24
Everyday We Lit,YFN Lucci Featuring PnB Rock,62,20,33,2017-06-24
Every Time I Hear That Song,Blake Shelton,63,11,56,2017-06-24
Portland,Drake Featuring Quavo & Travis Scott,64,16,9,2017-06-24
1-800-273-8255,Logic Featuring Alessia Cara & Khalid,65,26,3,2017-06-24
You Look Good,Lady Antebellum,66,20,59,2017-06-24
Heavy,Linkin Park Featuring Kiiara,67,19,45,2017-06-24
Privacy,Chris Brown,68,17,62,2017-06-24
Drinkin' Problem,Midland,69,20,45,2017-06-24
Felices Los 4,Maluma,70,20,48,2017-06-24
Black,Dierks Bentley,71,19,56,2017-06-24
Flatliner,Cole Swindell,72,18,56,2017-06-24
4 AM,2 Chainz Featuring Travis Scott,73,12,55,2017-06-24
Loyalty.,Kendrick Lamar Featuring Rihanna,74,26,14,2017-06-24
Losin Control,Russ,75,19,62,2017-06-24
Yours If You Want It,Rascal Flatts,76,10,71,2017-06-24
No Promises,Cheat Codes Featuring Demi Lovato,77,23,38,2017-06-24
No Such Thing As A Broken Heart,Old Dominion,78,19,46,2017-06-24
Weak,AJR,79,11,73,2017-06-24
Wokeuplikethis*,Playboi Carti Featuring Lil Uzi Vert,80,10,76,2017-06-24
Thunder,Imagine Dragons,81,26,5,2017-06-24
Whatever You Need,Meek Mill Featuring Chris Brown & Ty Dolla $ign,82,13,51,2017-06-24
Swish Swish,Katy Perry Featuring Nicki Minaj,83,10,46,2017-06-24
Good Drank,2 Chainz x Gucci Mane x Quavo,84,16,70,2017-06-24
Small Town Boy,Dustin Lynch,85,20,36,2017-06-24
Most Girls,Hailee Steinfeld,86,16,58,2017-06-24
Know No Better,"Major Lazer Featuring Travis Scott, Camila Cabello & Quavo",87,3,87,2017-06-24
Do Re Mi,Blackbear,88,20,40,2017-06-24
Peek A Boo,Lil Yachty Featuring Migos,89,4,78,2017-06-24
Hometown Girl,Josh Turner,90,16,56,2017-06-24
Gyalchester,Drake,91,11,29,2017-06-24
Met Gala,Gucci Mane Featuring Offset,92,2,88,2017-06-24
Butterfly Effect,Travis Scott,93,22,51,2017-06-24
It's Everyday Bro,Jake Paul Featuring Team 10,94,1,94,2017-06-24
Scared To Be Lonely,Martin Garrix & Dua Lipa,95,14,76,2017-06-24
Subeme La Radio,"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",96,9,81,2017-06-24
Somebody Else Will,Justin Moore,97,13,59,2017-06-24
Bon Appetit,Katy Perry Featuring Migos,98,6,59,2017-06-24
Nobody Else But You,Trey Songz,99,3,92,2017-06-24
Human,Rag'n'Bone Man,100,7,74,2017-06-24
Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1,41,1,2017-06-17
That's What I Like,Bruno Mars,2,41,1,2017-06-17
I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",3,22,1,2017-06-17
Humble.,Kendrick Lamar,4,30,1,2017-06-17
Shape Of You,Ed Sheeran,5,42,1,2017-06-17
Mask Off,Future,6,31,5,2017-06-17
Stay,Zedd & Alessia Cara,7,31,7,2017-06-17
Something Just Like This,The Chainsmokers & Coldplay,8,36,3,2017-06-17
XO TOUR Llif3,Lil Uzi Vert,9,31,7,2017-06-17
Congratulations,Post Malone Featuring Quavo,10,44,8,2017-06-17
Issues,Julia Michaels,11,29,11,2017-06-17
Say You Won't Let Go,James Arthur,12,52,11,2017-06-17
It Ain't Me,Kygo x Selena Gomez,13,29,10,2017-06-17
Body Like A Back Road,Sam Hunt,14,39,6,2017-06-17
Believer,Imagine Dragons,15,38,4,2017-06-17
iSpy,KYLE Featuring Lil Yachty,16,30,4,2017-06-17
Redbone,Childish Gambino,17,44,12,2017-06-17
Unforgettable,French Montana Featuring Swae Lee,18,29,3,2017-06-17
In Case You Didn't Know,Brett Young,19,28,19,2017-06-17
Rolex,Ayo & Teo,20,25,20,2017-06-17
Malibu,Miley Cyrus,21,15,10,2017-06-17
There's Nothing Holdin' Me Back,Shawn Mendes,22,27,6,2017-06-17
Location,Khalid,23,42,16,2017-06-17
Sign Of The Times,Harry Styles,24,13,4,2017-06-17
DNA.,Kendrick Lamar,25,20,4,2017-06-17
Now Or Never,Halsey,26,20,17,2017-06-17
Passionfruit,Drake,27,20,8,2017-06-17
Castle On The Hill,Ed Sheeran,28,33,6,2017-06-17
Bad And Boujee,Migos Featuring Lil Uzi Vert,29,36,1,2017-06-17
Slide,Calvin Harris Featuring Frank Ocean & Migos,30,20,25,2017-06-17
Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,31,20,29,2017-06-17
Closer,The Chainsmokers Featuring Halsey,32,52,1,2017-06-17
Slow Hands,Niall Horan,33,26,11,2017-06-17
Tunnel Vision,Kodak Black,34,20,6,2017-06-17
Goosebumps,Travis Scott,35,34,32,2017-06-17
T-Shirt,Migos,36,25,19,2017-06-17
Attention,Charlie Puth,37,27,5,2017-06-17
24K Magic,Bruno Mars,38,41,4,2017-06-17
Hurricane,Luke Combs,39,22,31,2017-06-17
Swang,Rae Sremmurd,40,26,26,2017-06-17
Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,41,21,38,2017-06-17
Scars To Your Beautiful,Alessia Cara,42,43,8,2017-06-17
Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,43,27,9,2017-06-17
Slippery,Migos Featuring Gucci Mane,44,21,29,2017-06-17
Bad Liar,Selena Gomez,45,14,20,2017-06-17
Paris,The Chainsmokers,46,20,6,2017-06-17
Everyday We Lit,YFN Lucci Featuring PnB Rock,47,20,33,2017-06-17
Cold,Maroon 5 Featuring Future,48,20,16,2017-06-17
Magnolia,Playboi Carti,49,20,29,2017-06-17
Look At Me!,XXXTentacion,50,20,34,2017-06-17
The Cure,Lady Gaga,51,14,39,2017-06-17
"God, Your Mama, And Me",Florida Georgia Line Featuring Backstreet Boys,52,19,46,2017-06-17
If I Told You,Darius Rucker,53,11,53,2017-06-17
Love.,Kendrick Lamar Featuring Zacari,54,20,18,2017-06-17
The Fighter,Keith Urban Featuring Carrie Underwood,55,23,38,2017-06-17
Black,Dierks Bentley,56,19,56,2017-06-17
First Day Out,Tee Grizzley,57,20,48,2017-06-17
Heavy,Linkin Park Featuring Kiiara,58,19,45,2017-06-17
Craving You,Thomas Rhett Featuring Maren Morris,59,20,39,2017-06-17
Portland,Drake Featuring Quavo & Travis Scott,60,16,9,2017-06-17
Crying In The Club,Camila Cabello,61,9,47,2017-06-17
1-800-273-8255,Logic Featuring Alessia Cara & Khalid,62,26,3,2017-06-17
How Not To,Dan + Shay,63,14,57,2017-06-17
My Girl,Dylan Scott,64,20,39,2017-06-17
Strip That Down,Liam Payne Featuring Quavo,65,23,10,2017-06-17
Privacy,Chris Brown,66,17,62,2017-06-17
Every Time I Hear That Song,Blake Shelton,67,11,56,2017-06-17
You Look Good,Lady Antebellum,68,20,59,2017-06-17
Losin Control,Russ,69,19,62,2017-06-17
Felices Los 4,Maluma,70,20,48,2017-06-17
Drinkin' Problem,Midland,71,20,45,2017-06-17
Loyalty.,Kendrick Lamar Featuring Rihanna,72,26,14,2017-06-17
Flatliner,Cole Swindell,73,18,56,2017-06-17
Somethin Tells Me,Bryson Tiller,74,1,74,2017-06-17
Most Girls,Hailee Steinfeld,75,16,58,2017-06-17
Yours If You Want It,Rascal Flatts,76,10,71,2017-06-17
No Promises,Cheat Codes Featuring Demi Lovato,77,23,38,2017-06-17
Swish Swish,Katy Perry Featuring Nicki Minaj,78,10,46,2017-06-17
Gyalchester,Drake,79,11,29,2017-06-17
Peek A Boo,Lil Yachty Featuring Migos,80,4,78,2017-06-17
Thunder,Imagine Dragons,81,26,5,2017-06-17
Wokeuplikethis*,Playboi Carti Featuring Lil Uzi Vert,82,10,76,2017-06-17
Me Enamore,Shakira,83,2,83,2017-06-17
Scared To Be Lonely,Martin Garrix & Dua Lipa,84,14,76,2017-06-17
Self-Made,Bryson Tiller,85,1,85,2017-06-17
Weak,AJR,86,11,73,2017-06-17
Good Drank,2 Chainz x Gucci Mane x Quavo,87,16,70,2017-06-17
Met Gala,Gucci Mane Featuring Offset,88,2,88,2017-06-17
Don't Get Too High,Bryson Tiller,89,1,89,2017-06-17
No Such Thing As A Broken Heart,Old Dominion,90,19,46,2017-06-17
Run Me Dry,Bryson Tiller,91,1,91,2017-06-17
Human,Rag'n'Bone Man,92,7,74,2017-06-17
Hometown Girl,Josh Turner,93,16,56,2017-06-17
There For You,Martin Garrix x Troye Sivan,94,1,94,2017-06-17
Do Re Mi,Blackbear,95,20,40,2017-06-17
Bon Appetit,Katy Perry Featuring Migos,96,6,59,2017-06-17
Element.,Kendrick Lamar,97,11,16,2017-06-17
No Longer Friends,Bryson Tiller,98,1,98,2017-06-17
Butterfly Effect,Travis Scott,99,22,51,2017-06-17
Strangers,Halsey Featuring Lauren Jauregui,100,1,100,2017-06-17
Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1,41,1,2017-06-10
That's What I Like,Bruno Mars,2,41,1,2017-06-10
I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",3,22,1,2017-06-10
Humble.,Kendrick Lamar,4,30,1,2017-06-10
Shape Of You,Ed Sheeran,5,42,1,2017-06-10
Mask Off,Future,6,31,5,2017-06-10
Stay,Zedd & Alessia Cara,7,31,7,2017-06-10
Something Just Like This,The Chainsmokers & Coldplay,8,36,3,2017-06-10
XO TOUR Llif3,Lil Uzi Vert,9,31,7,2017-06-10
It Ain't Me,Kygo x Selena Gomez,10,29,10,2017-06-10
Issues,Julia Michaels,11,29,11,2017-06-10
Say You Won't Let Go,James Arthur,12,52,11,2017-06-10
Congratulations,Post Malone Featuring Quavo,13,44,8,2017-06-10
Body Like A Back Road,Sam Hunt,14,39,6,2017-06-10
Believer,Imagine Dragons,15,38,4,2017-06-10
iSpy,KYLE Featuring Lil Yachty,16,30,4,2017-06-10
Sign Of The Times,Harry Styles,17,13,4,2017-06-10
Malibu,Miley Cyrus,18,15,10,2017-06-10
In Case You Didn't Know,Brett Young,19,28,19,2017-06-10
DNA.,Kendrick Lamar,20,20,4,2017-06-10
Location,Khalid,21,42,16,2017-06-10
Redbone,Childish Gambino,22,44,12,2017-06-10
Unforgettable,French Montana Featuring Swae Lee,23,29,3,2017-06-10
Passionfruit,Drake,24,20,8,2017-06-10
There's Nothing Holdin' Me Back,Shawn Mendes,25,27,6,2017-06-10
Now Or Never,Halsey,26,20,17,2017-06-10
Bad Liar,Selena Gomez,27,14,20,2017-06-10
Bad And Boujee,Migos Featuring Lil Uzi Vert,28,36,1,2017-06-10
Slide,Calvin Harris Featuring Frank Ocean & Migos,29,20,25,2017-06-10
Castle On The Hill,Ed Sheeran,30,33,6,2017-06-10
Rolex,Ayo & Teo,31,25,20,2017-06-10
Closer,The Chainsmokers Featuring Halsey,32,52,1,2017-06-10
Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,33,20,29,2017-06-10
Tunnel Vision,Kodak Black,34,20,6,2017-06-10
Attention,Charlie Puth,35,27,5,2017-06-10
Goosebumps,Travis Scott,36,34,32,2017-06-10
T-Shirt,Migos,37,25,19,2017-06-10
24K Magic,Bruno Mars,38,41,4,2017-06-10
Swang,Rae Sremmurd,39,26,26,2017-06-10
Hurricane,Luke Combs,40,22,31,2017-06-10
Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,41,27,9,2017-06-10
Strip That Down,Liam Payne Featuring Quavo,42,23,10,2017-06-10
Deja Vu,Lauren Duski,43,1,43,2017-06-10
Cold,Maroon 5 Featuring Future,44,20,16,2017-06-10
Scars To Your Beautiful,Alessia Cara,45,43,8,2017-06-10
Swish Swish,Katy Perry Featuring Nicki Minaj,46,10,46,2017-06-10
Crying In The Club,Camila Cabello,47,9,47,2017-06-10
Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,48,21,38,2017-06-10
Look At Me!,XXXTentacion,49,20,34,2017-06-10
Heavy,Linkin Park Featuring Kiiara,50,19,45,2017-06-10
Slippery,Migos Featuring Gucci Mane,51,21,29,2017-06-10
Slow Hands,Niall Horan,52,26,11,2017-06-10
Paris,The Chainsmokers,53,20,6,2017-06-10
Love.,Kendrick Lamar Featuring Zacari,54,20,18,2017-06-10
If I Told You,Darius Rucker,55,11,53,2017-06-10
Black,Dierks Bentley,56,19,56,2017-06-10
The Cure,Lady Gaga,57,14,39,2017-06-10
Magnolia,Playboi Carti,58,20,29,2017-06-10
Everyday We Lit,YFN Lucci Featuring PnB Rock,59,20,33,2017-06-10
"God, Your Mama, And Me",Florida Georgia Line Featuring Backstreet Boys,60,19,46,2017-06-10
Portland,Drake Featuring Quavo & Travis Scott,61,16,9,2017-06-10
The Fighter,Keith Urban Featuring Carrie Underwood,62,23,38,2017-06-10
1-800-273-8255,Logic Featuring Alessia Cara & Khalid,63,26,3,2017-06-10
First Day Out,Tee Grizzley,64,20,48,2017-06-10
Craving You,Thomas Rhett Featuring Maren Morris,65,20,39,2017-06-10
Money On You,Chris Blue,66,1,66,2017-06-10
Bon Appetit,Katy Perry Featuring Migos,67,6,59,2017-06-10
How Not To,Dan + Shay,68,14,57,2017-06-10
Losin Control,Russ,69,19,62,2017-06-10
Loyalty.,Kendrick Lamar Featuring Rihanna,70,26,14,2017-06-10
You Look Good,Lady Antebellum,71,20,59,2017-06-10
Privacy,Chris Brown,72,17,62,2017-06-10
My Girl,Dylan Scott,73,20,39,2017-06-10
No Promises,Cheat Codes Featuring Demi Lovato,74,23,38,2017-06-10
Every Time I Hear That Song,Blake Shelton,75,11,56,2017-06-10
Yours If You Want It,Rascal Flatts,76,10,71,2017-06-10
Most Girls,Hailee Steinfeld,77,16,58,2017-06-10
Drinkin' Problem,Midland,78,20,45,2017-06-10
Wokeuplikethis*,Playboi Carti Featuring Lil Uzi Vert,79,10,76,2017-06-10
Scared To Be Lonely,Martin Garrix & Dua Lipa,80,14,76,2017-06-10
Flatliner,Cole Swindell,81,18,56,2017-06-10
Thunder,Imagine Dragons,82,26,5,2017-06-10
Element.,Kendrick Lamar,83,11,16,2017-06-10
Gyalchester,Drake,84,11,29,2017-06-10
Hometown Girl,Josh Turner,85,16,56,2017-06-10
Chained To The Rhythm,Katy Perry Featuring Skip Marley,86,15,4,2017-06-10
At My Best,Machine Gun Kelly Featuring Hailee Steinfeld,87,8,60,2017-06-10
Good Drank,2 Chainz x Gucci Mane x Quavo,88,16,70,2017-06-10
Human,Rag'n'Bone Man,89,7,74,2017-06-10
Felices Los 4,Maluma,90,20,48,2017-06-10
Rollin,Calvin Harris Featuring Future & Khalid,91,4,62,2017-06-10
The Dance,Lauren Duski,92,1,92,2017-06-10
Do Re Mi,Blackbear,93,20,40,2017-06-10
Boy,Lee Brice,94,1,94,2017-06-10
El Amante,Nicky Jam,95,15,92,2017-06-10
Weak,AJR,96,11,73,2017-06-10
Either Way,Chris Stapleton,97,2,89,2017-06-10
My Old Man,Zac Brown Band,98,4,68,2017-06-10
Subeme La Radio,"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",99,9,81,2017-06-10
Any Ol' Barstool,Jason Aldean,100,18,52,2017-06-10
Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1,41,1,2017-06-03
That's What I Like,Bruno Mars,2,41,1,2017-06-03
I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",3,22,1,2017-06-03
Shape Of You,Ed Sheeran,4,42,1,2017-06-03
Humble.,Kendrick Lamar,5,30,1,2017-06-03
Something Just Like This,The Chainsmokers & Coldplay,6,36,3,2017-06-03
Mask Off,Future,7,31,5,2017-06-03
XO TOUR Llif3,Lil Uzi Vert,8,31,7,2017-06-03
Stay,Zedd & Alessia Cara,9,31,7,2017-06-03
Malibu,Miley Cyrus,10,15,10,2017-06-03
Say You Won't Let Go,James Arthur,11,52,11,2017-06-03
It Ain't Me,Kygo x Selena Gomez,12,29,10,2017-06-03
Congratulations,Post Malone Featuring Quavo,13,44,8,2017-06-03
Issues,Julia Michaels,14,29,11,2017-06-03
iSpy,KYLE Featuring Lil Yachty,15,30,4,2017-06-03
Body Like A Back Road,Sam Hunt,16,39,6,2017-06-03
Sign Of The Times,Harry Styles,17,13,4,2017-06-03
DNA.,Kendrick Lamar,18,20,4,2017-06-03
Location,Khalid,19,42,16,2017-06-03
Believer,Imagine Dragons,20,38,4,2017-06-03
Passionfruit,Drake,21,20,8,2017-06-03
Bad And Boujee,Migos Featuring Lil Uzi Vert,22,36,1,2017-06-03
In Case You Didn't Know,Brett Young,23,28,19,2017-06-03
Unforgettable,French Montana Featuring Swae Lee,24,29,3,2017-06-03
Slide,Calvin Harris Featuring Frank Ocean & Migos,25,20,25,2017-06-03
Tunnel Vision,Kodak Black,26,20,6,2017-06-03
Closer,The Chainsmokers Featuring Halsey,27,52,1,2017-06-03
Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,28,27,9,2017-06-03
Redbone,Childish Gambino,29,44,12,2017-06-03
Rolex,Ayo & Teo,30,25,20,2017-06-03
T-Shirt,Migos,31,25,19,2017-06-03
There's Nothing Holdin' Me Back,Shawn Mendes,32,27,6,2017-06-03
Cold,Maroon 5 Featuring Future,33,20,16,2017-06-03
Hurricane,Luke Combs,34,22,31,2017-06-03
Swang,Rae Sremmurd,35,26,26,2017-06-03
Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,36,20,29,2017-06-03
Goosebumps,Travis Scott,37,34,32,2017-06-03
Now Or Never,Halsey,38,20,17,2017-06-03
Castle On The Hill,Ed Sheeran,39,33,6,2017-06-03
24K Magic,Bruno Mars,40,41,4,2017-06-03
Scars To Your Beautiful,Alessia Cara,41,43,8,2017-06-03
Paris,The Chainsmokers,42,20,6,2017-06-03
Love On The Brain,Rihanna,43,31,5,2017-06-03
Both,Gucci Mane Featuring Drake,44,22,41,2017-06-03
Attention,Charlie Puth,45,27,5,2017-06-03
I Feel It Coming,The Weeknd Featuring Daft Punk,46,26,4,2017-06-03
Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,47,21,38,2017-06-03
I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,48,23,2,2017-06-03
Look At Me!,XXXTentacion,49,20,34,2017-06-03
Bounce Back,Big Sean,50,28,6,2017-06-03
Love.,Kendrick Lamar Featuring Zacari,51,20,18,2017-06-03
Slippery,Migos Featuring Gucci Mane,52,21,29,2017-06-03
The Cure,Lady Gaga,53,14,39,2017-06-03
Heavy,Linkin Park Featuring Kiiara,54,19,45,2017-06-03
Magnolia,Playboi Carti,55,20,29,2017-06-03
If I Told You,Darius Rucker,56,11,53,2017-06-03
Black,Dierks Bentley,57,19,56,2017-06-03
Portland,Drake Featuring Quavo & Travis Scott,58,16,9,2017-06-03
Bon Appetit,Katy Perry Featuring Migos,59,6,59,2017-06-03
Slow Hands,Niall Horan,60,26,11,2017-06-03
The Fighter,Keith Urban Featuring Carrie Underwood,61,23,38,2017-06-03
Rollin,Calvin Harris Featuring Future & Khalid,62,4,62,2017-06-03
Everyday We Lit,YFN Lucci Featuring PnB Rock,63,20,33,2017-06-03
1-800-273-8255,Logic Featuring Alessia Cara & Khalid,64,26,3,2017-06-03
"God, Your Mama, And Me",Florida Georgia Line Featuring Backstreet Boys,65,19,46,2017-06-03
Loyalty.,Kendrick Lamar Featuring Rihanna,66,26,14,2017-06-03
First Day Out,Tee Grizzley,67,20,48,2017-06-03
Losin Control,Russ,68,19,62,2017-06-03
The Weekend,Brantley Gilbert,69,20,64,2017-06-03
Element.,Kendrick Lamar,70,11,16,2017-06-03
Craving You,Thomas Rhett Featuring Maren Morris,71,20,39,2017-06-03
At My Best,Machine Gun Kelly Featuring Hailee Steinfeld,72,8,60,2017-06-03
Privacy,Chris Brown,73,17,62,2017-06-03
